,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
2733,Mar,2,Friday,Mazda,Urban,Wednesday,May,3,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2734,4,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
12928,Jul,3,Sunday,Ford,Urban,Monday,Jul,3,Male,Single,22,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12929,5,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision
3841,Apr,4,Friday,Mazda,Urban,Wednesday,May,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3842,7,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
11643,Apr,3,Wednesday,Toyota,Urban,Tuesday,Apr,4,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11644,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
7070,Oct,4,Monday,Toyota,Urban,Thursday,Nov,1,Female,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7071,2,400,1,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9000,Oct,5,Tuesday,Toyota,Rural,Friday,Nov,1,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9001,15,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
184,Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,185,2,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
7982,Dec,1,Thursday,Pontiac,Urban,Tuesday,Dec,3,Male,Single,25,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7983,5,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Liability
11341,Jul,4,Thursday,Toyota,Urban,Wednesday,Jul,4,Female,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11342,4,400,2,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
216,Jun,1,Friday,Toyota,Urban,Tuesday,Jun,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,217,9,400,2,15 to 30,more than 30,none,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1994,Collision
8574,Feb,2,Sunday,Pontiac,Urban,Monday,Feb,3,Male,Married,77,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8575,15,400,2,more than 30,more than 30,2 to 4,6 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
3531,Jan,3,Sunday,Accura,Urban,Monday,Jan,5,Male,Single,45,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3532,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
9857,Apr,5,Friday,Honda,Urban,Thursday,May,1,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9858,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
7718,Jul,4,Thursday,Honda,Rural,Friday,Jul,5,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7719,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
15279,Feb,4,Wednesday,Mazda,Urban,Monday,Feb,4,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,15280,12,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
5265,Feb,2,Monday,Honda,Urban,Tuesday,Feb,4,Male,Single,41,Third Party,Sport - Collision,Sport,more than 69000,0,5266,2,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
15379,Jan,2,Tuesday,Honda,Urban,Thursday,Jan,2,Male,Single,0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,15380,1,400,3,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,1 year,1 vehicle,1996,All Perils
9043,Jan,1,Monday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,51,Third Party,Sedan - All Perils,Sedan,more than 69000,0,9044,2,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
5651,Mar,4,Tuesday,Pontiac,Urban,Wednesday,Mar,4,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5652,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
333,Jun,4,Wednesday,VW,Urban,Friday,Jun,4,Male,Single,55,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,334,11,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
8879,Nov,1,Saturday,Mazda,Urban,Friday,Feb,4,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8880,13,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
11035,Jun,2,Sunday,Pontiac,Urban,Wednesday,Jun,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11036,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
11284,Oct,5,Sunday,Mazda,Urban,Monday,Oct,5,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11285,7,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Collision
373,May,4,Friday,Mazda,Urban,Friday,May,4,Male,Married,37,Third Party,Sedan - Liability,Sport,20000 to 29000,0,374,14,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
14470,Nov,3,Saturday,Toyota,Urban,Friday,Dec,1,Female,Married,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,14471,12,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
9643,Apr,2,Thursday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9644,11,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,Yes,Yes,External,more than 5,no change,1 vehicle,1995,Collision
4406,Mar,2,Saturday,Honda,Urban,Monday,Mar,3,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,0,4407,16,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
306,Apr,1,Tuesday,Honda,Urban,Tuesday,Apr,1,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,307,2,500,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1994,Liability
1628,Nov,4,Thursday,Toyota,Urban,Friday,Dec,1,Female,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1629,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
2945,Jun,5,Thursday,Chevrolet,Urban,Friday,Jul,5,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2946,8,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
9488,Jul,1,Sunday,Mazda,Urban,Monday,Jul,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9489,11,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
5203,Aug,2,Tuesday,Pontiac,Urban,Thursday,Aug,4,Male,Single,39,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,5204,12,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
5192,Mar,2,Saturday,Pontiac,Urban,Wednesday,Mar,3,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5193,10,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
10561,Dec,2,Sunday,Pontiac,Urban,Thursday,Dec,4,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10562,15,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
1222,May,5,Saturday,Toyota,Urban,Tuesday,May,5,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1223,16,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
11309,Oct,2,Tuesday,Mazda,Urban,Tuesday,Oct,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11310,1,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
2029,Apr,4,Friday,Honda,Urban,Wednesday,Apr,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2030,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
5966,Mar,3,Wednesday,Pontiac,Urban,Thursday,Mar,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5967,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
364,Jun,3,Monday,Toyota,Urban,Wednesday,Jun,5,Female,Married,35,Third Party,Sedan - Liability,Sport,more than 69000,0,365,3,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,1 year,1 vehicle,1994,Liability
12663,Nov,3,Thursday,Pontiac,Urban,Monday,Nov,3,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12664,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,All Perils
6229,Jan,4,Saturday,Pontiac,Urban,Monday,Jan,4,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6230,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
5503,Jun,1,Tuesday,Toyota,Rural,Tuesday,Jun,1,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5504,1,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
2545,Jul,3,Tuesday,Saturn,Urban,Thursday,Aug,1,Male,Married,58,Third Party,Sedan - All Perils,Sedan,40000 to 59000,0,2546,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
2048,Oct,3,Monday,Toyota,Urban,Tuesday,Oct,3,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2049,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
2927,Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Female,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2928,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
2131,Sep,4,Thursday,Mazda,Urban,Thursday,Nov,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2132,9,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
7569,Mar,3,Wednesday,Chevrolet,Urban,Wednesday,Mar,3,Male,Married,66,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7570,13,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,All Perils
3540,Jun,1,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Married,26,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,3541,4,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
10815,Mar,2,Tuesday,Mazda,Urban,Tuesday,Mar,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10816,2,400,2,more than 30,more than 30,1,more than 7,51 to 65,Yes,No,External,none,4 to 8 years,2 vehicles,1995,Collision
14751,Mar,4,Thursday,Honda,Urban,Thursday,Mar,4,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14752,14,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
4045,Oct,2,Tuesday,Accura,Urban,Thursday,Oct,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4046,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
3297,May,1,Tuesday,Toyota,Urban,Thursday,May,1,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,3298,14,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
2805,Apr,2,Tuesday,Ford,Urban,Tuesday,Apr,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,2806,15,500,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,All Perils
10734,Oct,5,Saturday,Mazda,Urban,Monday,Oct,5,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10735,13,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
2645,Apr,1,Wednesday,Pontiac,Urban,Friday,Jun,1,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,2646,4,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
13253,Sep,5,Thursday,Mercury,Urban,Monday,Oct,1,Female,Married,49,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,13254,9,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
2135,Aug,4,Sunday,Chevrolet,Urban,Monday,Aug,5,Male,Single,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2136,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
811,Sep,2,Wednesday,Honda,Urban,Monday,Sep,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,812,11,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
3897,May,4,Monday,Saab,Urban,Friday,Jun,1,Male,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3898,3,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1732,Mar,1,Friday,Honda,Urban,Wednesday,Mar,2,Male,Married,54,Third Party,Sport - Collision,Sport,more than 69000,0,1733,7,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
6635,Sep,4,Sunday,Honda,Urban,Monday,Oct,1,Male,Single,22,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6636,5,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
12411,Apr,4,Sunday,Honda,Urban,Monday,Apr,4,Male,Married,27,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12412,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability
7051,Oct,2,Sunday,Pontiac,Urban,Saturday,Oct,4,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,7052,13,400,4,more than 30,more than 30,none,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
11104,Mar,4,Monday,Mazda,Urban,Tuesday,Mar,5,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11105,13,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
258,Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,259,16,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
10851,Jul,1,Wednesday,Pontiac,Urban,Thursday,Jul,2,Male,Married,49,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10852,1,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
3906,Feb,3,Sunday,Pontiac,Urban,Wednesday,Feb,4,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3907,10,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability
10089,May,4,Friday,Pontiac,Urban,Thursday,Jun,3,Female,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10090,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
3685,Sep,4,Saturday,Pontiac,Urban,Friday,Oct,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3686,13,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
14037,Mar,2,Monday,Mazda,Urban,Monday,Mar,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14038,11,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
5060,Jul,2,Tuesday,Honda,Urban,Tuesday,Aug,2,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,5061,7,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
13920,Mar,3,Monday,Honda,Urban,Tuesday,Mar,3,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13921,6,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
5338,Jan,2,Saturday,Toyota,Urban,Monday,Jan,2,Female,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5339,15,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
6805,Jan,5,Friday,Mazda,Urban,Wednesday,Feb,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6806,13,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10170,Sep,1,Monday,Toyota,Urban,Wednesday,Sep,1,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10171,14,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
5687,Nov,2,Thursday,Pontiac,Urban,Wednesday,Nov,3,Male,Married,29,Third Party,Sedan - Liability,Sport,30000 to 39000,0,5688,12,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
10976,Mar,3,Wednesday,Pontiac,Urban,Thursday,Mar,3,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10977,3,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
9207,Dec,4,Sunday,Pontiac,Urban,Friday,Dec,5,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9208,6,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
7383,Nov,2,Thursday,Honda,Urban,Friday,Nov,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7384,11,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
8658,Feb,2,Wednesday,Toyota,Urban,Wednesday,Feb,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8659,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision
13008,Dec,2,Tuesday,Mazda,Urban,Tuesday,Dec,2,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13009,5,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
14740,Dec,2,Tuesday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14741,12,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision
8115,Nov,3,Sunday,Toyota,Urban,Monday,Nov,3,Male,Single,22,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8116,9,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability
9654,Nov,3,Saturday,Toyota,Urban,Sunday,Nov,3,Male,Single,77,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9655,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
8289,Nov,5,Tuesday,Mazda,Urban,Monday,Dec,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,8290,14,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
